state,tmc,avg_speedlimit
nj,103P13258,25
nj,103P13271,40
nj,103P13272,
nj,103P13301,26.386
nj,103P13302,25
nj,103P13335,25
nj,103P13336,25
nj,103P13523,31.114
nj,103P13524,40
nj,103P13525,
nj,103P13547,45
nj,103P13586,25
nj,103P13587,40
nj,103P13588,39.502
nj,103P13589,35
nj,103P13635,40
nj,103P13654,42.126
nj,103P13655,45
nj,103P13656,44.325
nj,103P13657,43.48
nj,103P13658,35
nj,103P13755,35
nj,103P13756,25
nj,103P13870,25
nj,103P13871,25
nj,103P13872,
nj,103P13914,38.657
nj,103P13915,45
nj,103P13916,45
nj,103P13927,38.488
nj,103P13928,35
nj,103P13974,25
nj,103P13975,25
nj,103P13986,35.271
nj,103P13987,40
nj,103P13988,40
nj,103P14005,39.591
nj,103P14006,44.158
nj,103P14007,50
nj,103P14037,36.017
nj,103P14038,41.569
nj,103P14039,30
nj,103P14054,45
nj,103P14417,65
nj,103P14418,65
nj,103P14475,
nj,103P14477,
nj,103P14479,
nj,103P14531,
nj,103P14533,
nj,103P14535,
nj,103P14541,
nj,103P14543,
nj,103P14545,
nj,103P14547,
nj,103P14563,
nj,103P14571,
nj,103P14607,
nj,103P14609,
nj,103P14611,
nj,103P14613,
nj,103P14681,
nj,103P14683,
nj,103P14747,
nj,103P14749,
nj,103P14751,
nj,103P14753,
nj,103P14777,
nj,103P14779,
nj,103P14781,
nj,103P14783,
nj,103P15239,
nj,103P15241,
nj,103P15243,
nj,103P15245,
nj,103P15247,
nj,103P15249,
nj,103P15251,
nj,103P15253,
nj,103P15409,
nj,103P15411,
nj,103P15413,
nj,103P15415,
nj,103P15417,
nj,103P15419,
nj,103P15421,
nj,103P15423,
nj,103P15425,
nj,103P15427,
nj,103P15429,
nj,103P15431,
nj,103P15433,
nj,103P15435,
nj,103P15437,
nj,103P15439,
nj,103P15441,
nj,103P15443,
nj,103P15445,
nj,103P15447,
nj,103P15449,
nj,103P15451,
nj,103P15453,
nj,103P15455,
nj,103P15457,
nj,103P15459,
nj,103P15461,
nj,103P15463,
nj,103P15465,
nj,103P15467,
nj,103P15469,
nj,103P15471,
nj,103P15473,
nj,103P15475,
nj,103P15477,
nj,103P15486,50
nj,103P15490,40
nj,103P15492,45
nj,103P15526,55
nj,103P15548,55
nj,103P15561,25
nj,103P15562,25
nj,103P15563,25
nj,103P15564,40.519
nj,103P15565,43.092
nj,103P15566,40
nj,103P15569,25
nj,103P15570,25
nj,103P15571,25
nj,103P15572,25
nj,103P15573,25
nj,103P15574,25
nj,103P15575,
nj,103P15576,25
nj,103P15577,25
nj,103P15578,25
nj,103P15579,25
nj,103P15580,40
nj,103P15581,
nj,103P15582,36.616
nj,103P15583,35
nj,103P15599,25
nj,103P15600,
nj,103P15660,
nj,103P15662,
nj,103P15664,
nj,103P15666,
nj,103P15668,
nj,103P15670,
nj,103P15672,
nj,103P15674,
nj,103P15676,
nj,103P15678,
nj,103P15680,
nj,103P15682,
nj,103P15684,
nj,103P15686,
nj,103P15688,
nj,103P15690,
nj,103P15692,
nj,103P15694,
nj,103P15696,
nj,103P15697,45.621
nj,103P15698,50
nj,103P15699,47.101
nj,103P15700,45
nj,103P16176,41.327
nj,103P16177,40
nj,103P16180,
nj,103P16181,
nj,103P16182,
nj,103P16201,55
nj,103P16231,
nj,103P16232,
nj,103P16248,42.059
nj,103P16267,
nj,103P16287,
nj,103P16288,
nj,103P16289,
nj,103P16290,
nj,103P16291,25
nj,103P16292,25
nj,103P16293,
nj,103P16294,
nj,103P16295,25
nj,103P16296,25
nj,103P16309,45
nj,103P16310,40
nj,103P16311,40
nj,103P16312,36.391
nj,103P16313,30
nj,103P16314,35
nj,103P16315,35
nj,103P16316,35
nj,103P16323,
nj,103P16324,
nj,103P16337,35
nj,103P16338,35
nj,103P16346,25
nj,103P16347,30
nj,103P16348,25
nj,103P16349,25
nj,103P16353,45
nj,103P16354,45
nj,103P16359,
nj,103P16360,32.869
nj,103P16361,
nj,103P16362,
nj,103P16365,
nj,103P16369,
nj,103P16370,41.642
nj,103P16371,45
nj,103P16399,
nj,103P16401,
nj,103P16403,
nj,103P16405,
nj,103P16407,
nj,103P16409,
nj,103P16411,
nj,103P16413,
nj,103P16415,
nj,103P16417,
nj,103P16419,
nj,103P16421,
nj,103P16423,
nj,103P16425,
nj,103P16427,
nj,103P16429,
nj,103P16431,
nj,103P16703,
nj,103P16705,
nj,103P16707,
nj,103P16709,
nj,103P16711,
nj,103P16713,
nj,103P16715,
nj,103P16717,
nj,103P16719,
nj,103P16721,
nj,103P16723,
nj,103P16725,
nj,103P16727,
nj,103P16729,
nj,103P16731,
nj,103P16733,
nj,103P16808,39.519
nj,103P16810,52.709
nj,103P16812,55
nj,103P16815,50
nj,103P16816,50
nj,103P16817,50
nj,103P16833,38.117
nj,103P16839,
nj,103P16923,25
nj,103P16925,25
nj,103P16926,25
nj,103P16927,25
nj,103P16928,25
nj,103P16929,25
nj,103P16930,25
nj,103P16931,25
nj,103P17026,35
nj,103P17027,35
nj,103P17035,
nj,103P17037,
nj,103P17039,
nj,103P17041,
nj,103P17043,
nj,103P17045,
nj,103P17047,
nj,103P17049,
nj,103P17051,
nj,103P17053,
nj,103P17055,
nj,103P17057,
nj,103P17059,
nj,103P17210,
nj,103P17212,
nj,103P17214,
nj,103P17216,
nj,103P17218,
nj,103P17220,
nj,103P17222,
nj,103P17224,
nj,103P17226,
nj,103P17228,
nj,103P17230,
nj,103P17232,
nj,103P17234,
nj,103P17236,
nj,103P17238,
nj,103P17239,50
nj,103P17240,50
nj,103P17242,
nj,103P17244,
nj,103P17246,
nj,103P17248,
nj,103P17256,
nj,103P17257,
nj,103P17258,42.24
nj,103P17259,50
nj,103P17262,
nj,103P17264,
nj,103P17266,
nj,103P17268,
nj,103P17270,
nj,103P17272,
nj,103P17274,
nj,103P17276,
nj,103P17278,
nj,103P17280,
nj,103P17282,
nj,103P17284,
nj,103P17286,
nj,103P17288,
nj,103P17290,
nj,103P17292,
nj,103P17294,
nj,103P17295,65
nj,103P17296,65
nj,103P17297,65
nj,103P17298,65
nj,103P17299,65
nj,103P17300,65
nj,103P17301,65
nj,103P17321,49.002
nj,103P17322,34.018
nj,103P17401,50
nj,103P17402,50
nj,103P17418,
nj,103P17420,
nj,103P17422,
nj,103P17424,
nj,103P17426,
nj,103P17428,
nj,103P17430,
nj,103P17456,
nj,103P17458,
nj,103P17460,
nj,103P17462,
nj,103P17464,
nj,103P17466,
nj,103P17468,
nj,103P17470,
nj,103P17472,
nj,103P17474,
nj,103P17476,
nj,103P17478,
nj,103P17480,
nj,103P17482,
nj,103P17484,
nj,103P17486,
nj,103P17488,
nj,103P17490,
nj,103P17492,
nj,103P17494,
nj,103P17496,
nj,103P17498,
nj,103P17500,
nj,103P17502,
nj,103P17504,
nj,103P17506,
nj,103P17508,
nj,103P17544,
nj,103P17546,
nj,103P17548,
nj,103P17550,
nj,103P17560,
nj,103P17562,
nj,103P17564,
nj,103P17566,
nj,103P17568,
nj,103P17570,
nj,103P17572,
nj,103P17574,
nj,103P17576,
nj,103P17578,
nj,103P17580,
nj,103P17582,
nj,103P17584,
nj,103P17586,
nj,103P17588,
nj,103P17590,
nj,103P17592,
nj,103P17594,
nj,103P17596,
nj,103P17598,
nj,103P17618,31.638
nj,103P17619,35
nj,103P17621,25
nj,103P17622,40
nj,103P17624,48.815
nj,103P17625,45.528
nj,103P17626,40
nj,103P17628,27.086
nj,103P17629,25
nj,103P17630,35.396
nj,103P17631,40
nj,103P17633,25
nj,103P17634,25
nj,103P17636,39.408
nj,103P17637,34.332
nj,103P17638,25
nj,103P17639,25
nj,103P17641,32.856
nj,103P17642,35
nj,103P17643,44.233
nj,103P17644,45
nj,103P17646,35
nj,103P17647,35
nj,103P17648,30.511
nj,103P17649,30
nj,103P17650,30
nj,103P17651,30
nj,103P17652,
nj,103P17654,25
nj,103P17655,25
nj,103P17657,40
nj,103P17658,40
nj,103P17660,35
nj,103P17661,35
nj,103P17662,35
nj,103P17665,
nj,103P17930,
nj,103P17931,40
nj,103P17942,25
nj,103P17944,25
nj,103P17964,
nj,103P18038,
nj,103P18040,
nj,103P18042,
nj,103P18044,
nj,103P18046,
nj,103P50063,
nj,103P50064,
nj,103P50066,29.1
nj,103P50067,40
nj,103P50082,
nj,103P50083,
nj,103P50085,
nj,103P50086,
nj,103P50101,
nj,103P50102,
nj,103P50104,
nj,103P50105,
nj,103P50111,25.29
nj,103P50112,30
nj,103P50114,39.064
nj,103P50115,49.09
nj,103P50116,40
nj,103P50396,
nj,103P50397,
nj,103P50399,50
nj,103P50400,50
nj,103P50414,
nj,103P50415,
nj,103P50416,25
nj,120N04291,55
nj,120N04292,55
nj,120N04293,55
nj,120N04294,55
nj,120N04295,55
nj,120N04296,55
nj,120N04297,55
nj,120N04298,55
nj,120N04299,55
nj,120N04300,55
nj,120N04301,55
nj,120N04302,55
nj,120N04303,55
nj,120N04304,55
nj,120N04305,55
nj,120N04306,55
nj,120N04307,55
nj,120N04308,55
nj,120N04309,59.228
nj,120N04310,65
nj,120N04311,65
nj,120N04312,65
nj,120N04313,65
nj,120N04314,65
nj,120N04315,65
nj,120N04316,65
nj,120N04317,65
nj,120N04318,65
nj,120N04319,65
nj,120N04320,65
nj,120N04321,65
nj,120N04322,65
nj,120N04323,65
nj,120N04324,65
nj,120N04325,65
nj,120N04326,65
nj,120N04327,65
nj,120N04328,65
nj,120N04329,55
nj,120N04330,55
nj,120N04331,55
nj,120N04332,55
nj,120N04333,55
nj,120N04334,55
nj,120N04335,55
nj,120N04336,55
nj,120N04337,55
nj,120N04338,55
nj,120N04339,53.329
nj,120N04340,50
nj,120N04341,50
nj,120N04342,50
nj,120N04343,50
nj,120N04344,50
nj,120N04345,50
nj,120N04346,50
nj,120N04347,53.94
nj,120N04348,55
nj,120N04349,55
nj,120N04350,55
nj,120N04351,55
nj,120N04352,55
nj,120N04353,55
nj,120N04354,55
nj,120N04355,63.967
nj,120N04356,65
nj,120N04357,65
nj,120N04358,65
nj,120N04359,65
nj,120N04398,65
nj,120N04399,65
nj,120N04400,65
nj,120N04401,65
nj,120N04402,65
nj,120N04403,65
nj,120N04404,65
nj,120N04405,65
nj,120N04406,65
nj,120N04407,65
nj,120N04408,65
nj,120N04409,65
nj,120N04410,65
nj,120N04411,65
nj,120N04412,65
nj,120N04413,65
nj,120N04414,65
nj,120N04415,59.716
nj,120N04416,55
nj,120N04417,55
nj,120N04418,55
nj,120N04419,55
nj,120N04420,50
nj,120N04421,50
nj,120N04422,40
nj,120N04423,40
nj,120N04424,40
nj,120N04455,65
nj,120N04456,65
nj,120N04457,65
nj,120N04458,65
nj,120N04459,65
nj,120N04460,65
nj,120N04461,65
nj,120N04462,59.715
nj,120N04463,55
nj,120N04464,55
nj,120N04465,55
nj,120N04466,55
nj,120N04467,63.434
nj,120N04468,65
nj,120N04469,65
nj,120N04470,65
nj,120N04471,65
nj,120N04472,65
nj,120N04473,65
nj,120N04474,65
nj,120N04475,65
nj,120N04476,65
nj,120N04477,65
nj,120N04478,65
nj,120N04479,65
nj,120N04480,65
nj,120N04481,65
nj,120N04482,65
nj,120N04483,65
nj,120N04484,65
nj,120N04485,65
nj,120N04486,57.755
nj,120N04487,55
nj,120N04488,55
nj,120N04489,55
nj,120N04490,55
nj,120N04491,55
nj,120N04492,55
nj,120N04493,55
nj,120N04494,55
nj,120N04495,55
nj,120N04496,63.985
nj,120N04497,65
nj,120N04498,65
nj,120N04499,65
nj,120N04500,65
nj,120N04501,65
nj,120N04502,65
nj,120N04503,65
nj,120N04504,65
nj,120N04505,65
nj,120N04506,63.679
nj,120N04507,55
nj,120N04508,52.337
nj,120N04509,55
nj,120N04510,55
nj,120N04511,55
nj,120N04512,55
nj,120N04513,55
nj,120N04514,55
nj,120N04515,55
nj,120N04516,55
nj,120N04517,60.543
nj,120N04518,65
nj,120N04519,65
nj,120N04520,65
nj,120N04521,65
nj,120N04522,60.166
nj,120N04523,55
nj,120N04524,55
nj,120N04525,55
nj,120N04526,55
nj,120N04527,55
nj,120N04528,55
nj,120N04529,55
nj,120N04530,55
nj,120N04531,65
nj,120N04532,65
nj,120N04533,65
nj,120N04534,65
nj,120N04535,65
nj,120N04536,65
nj,120N04537,65
nj,120N04538,61.574
nj,120N04539,55
nj,120N04540,55
nj,120N04541,55
nj,120N04542,65
nj,120N04543,65
nj,120N04544,65
nj,120N04545,65
nj,120N04546,65
nj,120N04547,60.214
nj,120N04548,55
nj,120N04549,64.062
nj,120N04550,65
nj,120N04551,65
nj,120N04552,65
nj,120N04553,65
nj,120N04554,65
nj,120N04555,65
nj,120N04556,51.391
nj,120N04557,55
nj,120N04558,55
nj,120N04559,55
nj,120N04560,55
nj,120N04561,55
nj,120N04562,55
nj,120N04563,65
nj,120N04564,65
nj,120N04565,65
nj,120N04566,65
nj,120N04567,65
nj,120N04568,65
nj,120N04569,65
nj,120N04570,65
nj,120N04571,65
nj,120N04572,65
nj,120N04573,65
nj,120N04574,57.642
nj,120N04575,55
nj,120N04576,55
nj,120N04577,55
nj,120N04578,55
nj,120N04579,65
nj,120N04580,65
nj,120N04581,65
nj,120N04582,65
nj,120N04583,65
nj,120N04584,65
nj,120N04585,65
nj,120N04586,65
nj,120N04587,65
nj,120N04588,65
nj,120N04589,57.713
nj,120N04590,55
nj,120N04591,55
nj,120N04592,55
nj,120N04593,55
nj,120N04594,55
nj,120N04595,55
nj,120N04596,55
nj,120N04597,55
nj,120N04598,55
nj,120N04599,55
nj,120N04600,55
nj,120N04601,55
nj,120N04602,55
nj,120N04603,55
nj,120N04604,55
nj,120N04605,55
nj,120N04606,55
nj,120N04607,55
nj,120N04608,55
nj,120N04609,55
nj,120N04610,55
nj,120N04611,55
nj,120N04612,55
nj,120N04613,55
nj,120N04614,55
nj,120N04615,55
nj,120N04616,53.173
nj,120N04617,65
nj,120N04618,65
nj,120N04619,65
nj,120N04620,65
nj,120N04621,65
nj,120N04622,65
nj,120N04623,65
nj,120N04624,63.918
nj,120N04625,55
nj,120N04626,55
nj,120N04627,55
nj,120N04628,63.498
nj,120N04629,65
nj,120N04630,65
nj,120N04631,65
nj,120N04632,65
nj,120N04633,65
nj,120N04634,65
nj,120N04635,65
nj,120N04636,65
nj,120N04637,65
nj,120N04638,65
nj,120N04639,65
nj,120N04640,65
nj,120N04641,65
nj,120N04642,65
nj,120N04643,65
nj,120N04644,65
nj,120N04645,61.712
nj,120N04646,55
nj,120N04647,55
nj,120N04648,55
nj,120N04649,55
nj,120N04650,55
nj,120N04651,55
nj,120N04652,55
nj,120N04653,55
nj,120N04654,55
nj,120N04655,55
nj,120N04656,55
nj,120N04657,55
nj,120N04658,55
nj,120N04659,55
nj,120N04660,55
nj,120N04661,55
nj,120N04662,55
nj,120N04663,55
nj,120N04664,55
nj,120N04665,55
nj,120N04666,55
nj,120N04667,55
nj,120N04668,46.332
nj,120N04669,29.809
nj,120N04670,55
nj,120N04671,55
nj,120N04672,55
nj,120N04673,55
nj,120N04674,55
nj,120N04675,55
nj,120N04676,55
nj,120N04677,55
nj,120N04678,55
nj,120N04679,55
nj,120N04680,55
nj,120N04681,55
nj,120N04682,55
nj,120N04683,55
nj,120N04684,55
nj,120N04685,55
nj,120N04686,55
nj,120N04687,55
nj,120N04688,55
nj,120N04689,55
nj,120N04690,15
nj,120N04691,51.971
nj,120N04692,55
nj,120N04693,55
nj,120N04694,55
nj,120N04695,60.67
nj,120N04696,65
nj,120N04697,65
nj,120N04698,65
nj,120N04699,65
nj,120N04700,65
nj,120N04701,65
nj,120N04702,65
nj,120N04703,65
nj,120N04704,65
nj,120N04705,65
nj,120N04706,65
nj,120N04707,65
nj,120N04708,65
nj,120N04709,65
nj,120N04710,61.689
nj,120N04711,55
nj,120N04712,55
nj,120N04713,55
nj,120N04714,55
nj,120N04715,55
nj,120N04716,47.814
nj,120N04717,55
nj,120N04718,55
nj,120N04719,55
nj,120N04720,55
nj,120N04721,55
nj,120N04722,55
nj,120N04723,55
nj,120N04724,55
nj,120N04725,55
nj,120N04726,55
nj,120N04727,55
nj,120N04728,55
nj,120N04729,55
nj,120N04730,55
nj,120N04731,55
nj,120N04732,55
nj,120N04733,55
nj,120N04734,55
nj,120N04735,55
nj,120N04736,55
nj,120N04737,55
nj,120N04738,55
nj,120N04739,55
nj,120N04740,55
nj,120N04766,35
nj,120N04767,35
nj,120N04768,35
nj,120N04769,36.543
nj,120N04770,50
nj,120N04771,50
nj,120N04772,50
nj,120N04773,42.548
nj,120N04774,47.378
nj,120N04775,49.868
nj,120N04776,50
nj,120N04777,50
nj,120N04778,50
nj,120N04779,50
nj,120N04780,45
nj,120N04781,46.963
nj,120N04782,45
nj,120N04783,55
nj,120N04784,55
nj,120N04785,55
nj,120N04786,55
nj,120N04787,52.543
nj,120N04788,45
nj,120N04789,55
nj,120N04790,55
nj,120N04791,55
nj,120N04792,55
nj,120N04793,55
nj,120N04955,50
nj,120N04956,50
nj,120N04957,50
nj,120N04958,50
nj,120N04959,50
nj,120N04960,50
nj,120N04961,50
nj,120N04962,50
nj,120N04963,50
nj,120N04964,50
nj,120N04965,50
nj,120N04966,49.457
nj,120N04967,45
nj,120N04968,45
nj,120N04969,45
nj,120N04970,43.111
nj,120N04971,55
nj,120N04972,55
nj,120N04973,55
nj,120N04974,55
nj,120N04975,42.069
nj,120N04976,55
nj,120N05399,50
nj,120N05400,50
nj,120N05401,50
nj,120N05402,50
nj,120N05403,50
nj,120N05404,50
nj,120N05417,65
nj,120N05418,65
nj,120N05419,65
nj,120N05420,65
nj,120N05421,65
nj,120N05422,45
nj,120N05423,45
nj,120N05424,45
nj,120N05426,45
nj,120N05427,45
nj,120N05436,35
nj,120N05437,35
nj,120N05897,55
nj,120N05898,55
nj,120N05899,55
nj,120N05900,55
nj,120N05901,55
nj,120N05902,65
nj,120N05903,65
nj,120N05904,65
nj,120N05905,65
nj,120N05906,65
nj,120N05907,65
nj,120N05908,65
nj,120N05909,65
nj,120N05910,65
nj,120N05911,65
nj,120N05912,65
nj,120N06005,30
nj,120N06006,40.095
nj,120N06007,47.536
nj,120N06008,46.132
nj,120N06009,45
nj,120N06010,45
nj,120N06011,38.899
nj,120N06012,35
nj,120N06013,48.689
nj,120N06014,49.618
nj,120N06015,45
nj,120N06016,44.517
nj,120N06017,40
nj,120N06018,45
nj,120N06019,42.969
nj,120N06020,40
nj,120N06021,37.798
nj,120N06022,37.867
nj,120N06023,40
nj,120N06024,40
nj,120N06025,40
nj,120N06026,40
nj,120N06027,40
nj,120N06028,40
nj,120N06029,41.171
nj,120N06030,45
nj,120N06031,45
nj,120N06032,47.538
nj,120N06033,50
nj,120N06034,50
nj,120N06035,50
nj,120N06036,50
nj,120N06037,50
nj,120N06038,50
nj,120N06039,50
nj,120N06040,50
nj,120N06041,50
nj,120N06042,50
nj,120N06043,50
nj,120N06044,50
nj,120N06045,50
nj,120N06046,50
nj,120N06047,50
nj,120N06048,50
nj,120N06049,50
nj,120N06050,50
nj,120N06051,50
nj,120N06052,50
nj,120N06053,50
nj,120N06054,50
nj,120N06055,50
nj,120N06056,38.292
nj,120N06057,35.301
nj,120N06058,41.978
nj,120N06059,45
nj,120N06060,45
nj,120N06061,40
nj,120N06062,50
nj,120N06063,50
nj,120N06064,50
nj,120N06065,50
nj,120N06066,50
nj,120N06067,50
nj,120N06068,50
nj,120N06069,49.051
nj,120N06070,40.499
nj,120N06071,40
nj,120N06072,40
nj,120N06073,40
nj,120N06074,40
nj,120N06075,40
nj,120N06076,47.964
nj,120N06077,45
nj,120N06078,45
nj,120N06079,45
nj,120N06080,50
nj,120N06081,50
nj,120N06082,50
nj,120N06083,50
nj,120N06084,50
nj,120N06085,50
nj,120N06086,50
nj,120N06087,50
nj,120N06088,50
nj,120N06089,50
nj,120N06090,40.722
nj,120N06091,35
nj,120N06092,35.901
nj,120N06093,30
nj,120N06094,34.163
nj,120N06095,35
nj,120N06096,35
nj,120N06097,45.575
nj,120N06098,50
nj,120N06099,50
nj,120N06100,50
nj,120N06101,50
nj,120N06102,50
nj,120N06103,50
nj,120N06104,50
nj,120N06105,50
nj,120N06106,50
nj,120N06107,50
nj,120N06108,50
nj,120N06109,50
nj,120N06110,50
nj,120N06111,50
nj,120N06112,50
nj,120N06113,50
nj,120N06114,50
nj,120N06115,50
nj,120N06116,50.328
nj,120N06117,55
nj,120N06118,55
nj,120N06119,55
nj,120N06120,55
nj,120N06121,55
nj,120N06122,55
nj,120N06123,55
nj,120N06124,55
nj,120N06125,55
nj,120N06126,55
nj,120N06127,55
nj,120N06128,55
nj,120N06129,55
nj,120N06130,55
nj,120N06142,55
nj,120N06143,55
nj,120N06144,55
nj,120N06145,55
nj,120N06176,65
nj,120N06177,65
nj,120N06178,65
nj,120N06179,65
nj,120N06180,65
nj,120N06181,65
nj,120N06182,63.971
nj,120N06183,55
nj,120N06184,55
nj,120N06185,52.846
nj,120N06186,50
nj,120N06187,50
nj,120N06833,35
nj,120N07087,45
nj,120N07088,45
nj,120N07089,55
nj,120N07090,45.631
nj,120N07253,50
nj,120N07254,48.15
nj,120N07387,45.65
nj,120N07388,50
nj,120N07389,50
nj,120N07390,40
nj,120N07391,41.685
nj,120N07392,44.113
nj,120N07393,45
nj,120N07394,45
nj,120N07395,45
nj,120N07396,45
nj,120N07397,35
nj,120N07398,35
nj,120N07399,35
nj,120N07400,25
nj,120N07401,25
nj,120N07404,40
nj,120N07405,40
nj,120N07406,40
nj,120N07407,55
nj,120N07408,55
nj,120N07409,55
nj,120N07410,55
nj,120N07411,55
nj,120N07412,55
nj,120N07413,55
nj,120N07414,55
nj,120N07415,55
nj,120N07416,55
nj,120N07417,55
nj,120N07418,55
nj,120N07419,55
nj,120N07420,54.757
nj,120N07421,50
nj,120N07422,50
nj,120N07423,50
nj,120N07424,50
nj,120N07425,50
nj,120N07426,50
nj,120N07427,50
nj,120N07428,50
nj,120N07429,47.813
nj,120N07430,45
nj,120N07431,45
nj,120N07432,45
nj,120N07433,45
nj,120N07434,45
nj,120N07435,45
nj,120N07436,45
nj,120N07437,45
nj,120N07438,45
nj,120N07439,45
nj,120N07440,45
nj,120N07442,55
nj,120N07443,55
nj,120N07444,55
nj,120N07445,55
nj,120N07446,55
nj,120N07447,51.843
nj,120N07448,50
nj,120N07449,50
nj,120N07450,35
nj,120N07451,35
nj,120N07452,35
nj,120N07453,35
nj,120N07454,35
nj,120N07455,35
nj,120N07456,35
nj,120N07457,35
nj,120N07458,35
nj,120N07459,41.079
nj,120N07460,55
nj,120N07461,47.762
nj,120N07462,50
nj,120N07463,50
nj,120N07464,50
nj,120N07465,50
nj,120N07466,50
nj,120N07467,55
nj,120N07468,40
nj,120N07469,40
nj,120N07470,52.406
nj,120N07471,45
nj,120N07472,45
nj,120N07473,45
nj,120N07474,45
nj,120N07475,45
nj,120N07476,45
nj,120N07477,45
nj,120N07478,45
nj,120N07479,42.27
nj,120N07480,50
nj,120N07481,50
nj,120N07482,51.787
nj,120N07483,55
nj,120N07484,55
nj,120N07485,55
nj,120N07486,49.81
nj,120N07487,45
nj,120N07488,45
nj,120N07489,45
nj,120N07490,45
nj,120N07491,45
nj,120N07492,40
nj,120N07493,40
nj,120N07494,43.085
nj,120N07495,49.002
nj,120N07496,46.507
nj,120N07497,43.964
nj,120N07498,42.99
nj,120N07499,43.808
nj,120N07500,53.869
nj,120N07501,55
nj,120N07502,48.023
nj,120N07503,39.633
nj,120N07504,45
nj,120N07505,45
nj,120N07506,55
nj,120N07507,49.206
nj,120N07508,45.807
nj,120N07509,50
nj,120N07510,50
nj,120N07511,50
nj,120N07512,48.158
nj,120N07513,48.674
nj,120N07514,47.868
nj,120N07515,45
nj,120N07516,46.515
nj,120N07517,50
nj,120N07518,50
nj,120N07519,62.768
nj,120N07520,50
nj,120N07521,55
nj,120N07522,55
nj,120N07523,54.786
nj,120N07524,45
nj,120N07525,55
nj,120N07526,55
nj,120N07527,55
nj,120N07528,55
nj,120N07529,50
nj,120N07530,55
nj,120N07531,55
nj,120N07532,55
nj,120N07533,55
nj,120N07534,38.054
nj,120N07535,55
nj,120N07536,55
nj,120N07537,55
nj,120N07538,55
nj,120N07539,55
nj,120N07540,55
nj,120N07541,50
nj,120N07542,50
nj,120N07543,50
nj,120N07544,50
nj,120N07545,50
nj,120N07546,50
nj,120N07547,50
nj,120N07548,50
nj,120N07549,50
nj,120N07550,50
nj,120N07551,50
nj,120N07552,40
nj,120N07553,52.315
nj,120N07554,55
nj,120N07555,55
nj,120N07556,55
nj,120N07557,50
nj,120N07558,50
nj,120N07559,44.812
nj,120N07560,25
nj,120N07561,25
nj,120N07562,25
nj,120N07563,25
nj,120N07564,25
nj,120N07565,25
nj,120N07567,25
nj,120N07568,25
nj,120N07569,25
nj,120N07570,25
nj,120N07571,55
nj,120N07572,55
nj,120N07573,55
nj,120N07574,55
nj,120N07575,55
nj,120N07576,55
nj,120N07577,55
nj,120N07578,55
nj,120N07579,55
nj,120N07580,55
nj,120N07581,55
nj,120N07582,53.174
nj,120N07583,52.74
nj,120N07584,54.688
nj,120N07585,50
nj,120N07586,50
nj,120N07587,50
nj,120N07588,50
nj,120N07589,50
nj,120N07590,50
nj,120N07591,50
nj,120N07592,50
nj,120N07593,50
nj,120N07594,50
nj,120N07595,50
nj,120N07596,43.958
nj,120N07597,47.491
nj,120N07598,50
nj,120N07599,50
nj,120N07600,50
nj,120N07601,50
nj,120N07602,50
nj,120N07603,48.136
nj,120N07604,45
nj,120N07605,45
nj,120N07606,45
nj,120N07607,41.083
nj,120N07608,40
nj,120N07609,40
nj,120N07610,40
nj,120N07611,36.11
nj,120N07612,40
nj,120N07613,49.244
nj,120N07614,50
nj,120N07615,50
nj,120N07616,50
nj,120N07617,49.466
nj,120N07618,45.826
nj,120N07619,50
nj,120N07620,50
nj,120N07621,47.548
nj,120N07622,47.907
nj,120N07623,55
nj,120N07624,55
nj,120N07625,55
nj,120N07626,55
nj,120N07627,55
nj,120N07628,55
nj,120N07629,55
nj,120N07630,55
nj,120N07631,55
nj,120N07632,55
nj,120N07633,53.558
nj,120N07634,50
nj,120N07635,50
nj,120N07636,50
nj,120N07637,50
nj,120N07638,50
nj,120N07639,50
nj,120N07640,50
nj,120N07641,50
nj,120N07642,50
nj,120N07643,50
nj,120N07644,50
nj,120N07645,50
nj,120N07646,50
nj,120N07647,49.682
nj,120N07648,50
nj,120N07649,45
nj,120N07650,45
nj,120N07651,42.154
nj,120N07652,39.708
nj,120N07653,44.393
nj,120N07654,40
nj,120N07655,40
nj,120N07656,40
nj,120N07657,40.294
nj,120N07658,50
nj,120N07659,50
nj,120N07660,50
nj,120N07661,50
nj,120N07662,50
nj,120N07663,50
nj,120N07664,35.497
nj,120N07665,40
nj,120N07666,40
nj,120N07667,40
nj,120N07668,40
nj,120N07678,35
nj,120N07679,50
nj,120N07680,50
nj,120N07775,50
nj,120N07776,55
nj,120N07777,55
nj,120N07778,55
nj,120N07779,55
nj,120N07780,55
nj,120N07781,55
nj,120N07805,55
nj,120N07806,55
nj,120N07807,47.325
nj,120N07817,48.168
nj,120N07818,50
nj,120N07819,44.759
nj,120N07820,40
nj,120N07821,30
nj,120N07822,30
nj,120N07823,40
nj,120N07826,43.964
nj,120N07827,43.562
nj,120N07828,45
nj,120N07829,25
nj,120N07830,31.217
nj,120N07831,31.102
nj,120N07832,40
nj,120N07833,42.201
nj,120N07834,39.443
nj,120N07835,33.667
nj,120N07836,38.277
nj,120N07837,38.93
nj,120N07838,30.13
nj,120N07839,35
nj,120N07841,40
nj,120N07842,40
nj,120N07844,55
nj,120N07845,55
nj,120N07846,54.302
nj,120N07847,40
nj,120N07848,40
nj,120N07849,40.312
